"","year","country","export_weight","import_weight","export_amount","import_amount","trade_balance","HS_code","description"
"1",2013,"Slovakia",0,0,0,0,0,"01","LIVE ANIMALS"
"2",2013,"Austria",0,0.1,1,6,-5,"01","LIVE ANIMALS"
"3",2013,"Romania",0,0.2,1,2,-2,"01","LIVE ANIMALS"
"4",2013,"Poland",0,0.2,1,5,-4,"01","LIVE ANIMALS"
"5",2013,"Netherland",1,29.4,106,1511,-1404,"01","LIVE ANIMALS"
"6",2013,"Lithuania",0,0,0,0,0,"01","LIVE ANIMALS"
"7",2013,"Italy",0,0.4,0,120,-119,"01","LIVE ANIMALS"
"8",2013,"Ireland",0,0,1,1,0,"01","LIVE ANIMALS"
"9",2013,"Hungary",0,0.2,0,12,-12,"01","LIVE ANIMALS"
"10",2013,"Croatia",0,0.2,0,9,-9,"01","LIVE ANIMALS"
"11",2013,"Greece",0,0,0,0,0,"01","LIVE ANIMALS"
"12",2013,"UK",0.5,6.5,7,2396,-2389,"01","LIVE ANIMALS"
"13",2013,"France",0.7,46.6,8,1922,-1914,"01","LIVE ANIMALS"
"14",2013,"Finland",0,0,0,0,0,"01","LIVE ANIMALS"
"15",2013,"Spain",0.4,0.9,233,80,153,"01","LIVE ANIMALS"
"16",2013,"Denmark",0,0,0,2,-2,"01","LIVE ANIMALS"
"17",2013,"Germany",0.2,53.6,2,5235,-5233,"01","LIVE ANIMALS"
"18",2013,"Czech Republic",0.1,0.1,6,31,-25,"01","LIVE ANIMALS"
"19",2013,"Cyprus",0,0,0,0,0,"01","LIVE ANIMALS"
"20",2013,"Bulgaria",0,0.1,0,1,-1,"01","LIVE ANIMALS"
"21",2013,"Belgium",0.5,12.7,187,518,-331,"01","LIVE ANIMALS"
"22",2013,"Sweden",0,0,0,0,0,"01","LIVE ANIMALS"
"23",2013,"Sweden",0,1261.6,0,1532,-1532,"02","MEAT AND EDIBLE MEAT OFFAL"
"24",2013,"Poland",45.4,12087.4,59,32661,-32602,"02","MEAT AND EDIBLE MEAT OFFAL"
"25",2013,"Netherland",0,9120.9,0,35950,-35950,"02","MEAT AND EDIBLE MEAT OFFAL"
"26",2013,"Italy",0,6.6,0,195,-195,"02","MEAT AND EDIBLE MEAT OFFAL"
"27",2013,"Ireland",0,1195.2,0,3262,-3262,"02","MEAT AND EDIBLE MEAT OFFAL"
"28",2013,"Hungary",4.4,3570,9,9499,-9490,"02","MEAT AND EDIBLE MEAT OFFAL"
"29",2013,"Austria",0,10941.6,0,38487,-38487,"02","MEAT AND EDIBLE MEAT OFFAL"
"30",2013,"France",0,7950.5,0,32405,-32405,"02","MEAT AND EDIBLE MEAT OFFAL"
"31",2013,"Finland",0,3760.3,0,10744,-10744,"02","MEAT AND EDIBLE MEAT OFFAL"
"32",2013,"Spain",0,24053.3,0,52952,-52952,"02","MEAT AND EDIBLE MEAT OFFAL"
"33",2013,"Denmark",0,14261.6,0,29365,-29365,"02","MEAT AND EDIBLE MEAT OFFAL"
"34",2013,"Germany",0,33114.7,0,115565,-115565,"02","MEAT AND EDIBLE MEAT OFFAL"
"35",2013,"Belgium",22,8281.7,90,29018,-28928,"02","MEAT AND EDIBLE MEAT OFFAL"
"36",2013,"UK",0,1843.8,0,1702,-1702,"02","MEAT AND EDIBLE MEAT OFFAL"
"37",2013,"Bulgaria",0,0,0,0,0,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"38",2013,"Czech Republic",9.1,0.1,41,20,21,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"39",2013,"Austria",6.3,2.6,66,16,50,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"40",2013,"Slovenia",27.5,0,55,0,55,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"41",2013,"Sweden",0,0.1,0,3,-3,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"42",2013,"Romania",0,5.6,0,11,-11,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"43",2013,"Portugal",104.5,3958,333,7304,-6972,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"44",2013,"Netherland",199.5,1213.7,3466,1873,1594,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"45",2013,"Malta",3684.9,153.1,3005,2434,571,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"46",2013,"Lithuania",143.4,0,588,0,588,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"47",2013,"Italy",4489.4,244.8,15891,11349,4542,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"48",2013,"Ireland",0,127.7,0,383,-383,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"49",2013,"Croatia",266.1,50.5,241,1340,-1099,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"50",2013,"Greece",62.7,27.5,118,643,-524,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"51",2013,"UK",773.3,431,8815,1065,7750,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"52",2013,"France",1383.1,364.2,13191,6617,6574,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"53",2013,"Spain",12253.9,1832.5,30501,12060,18441,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"54",2013,"Estonia",0,167.4,0,161,-161,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"55",2013,"Denmark",126.4,149.2,127,218,-91,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"56",2013,"Germany",598.1,46.2,1895,197,1699,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"57",2013,"Belgium",15.4,0,180,0,180,"03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
"58",2013,"Slovakia",0,14.6,0,144,-144,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"59",2013,"Austria",0,51.7,0,656,-656,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"60",2013,"Sweden",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"61",2013,"Portugal",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"62",2013,"Poland",0,472.5,0,2462,-2462,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"63",2013,"Netherland",0,22354.2,0,87518,-87518,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"64",2013,"Latvia",0,591.7,0,1155,-1155,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"65",2013,"Luxembourg",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"66",2013,"Lithuania",0,66,0,95,-95,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"67",2013,"Italy",0,1291.2,0,15039,-15039,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"68",2013,"Ireland",0,703.7,0,3484,-3484,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"69",2013,"Hungary",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"70",2013,"Croatia",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"71",2013,"Greece",0.6,7.6,6,81,-75,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"72",2013,"UK",0,468.8,0,2762,-2762,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"73",2013,"France",24.2,12299.3,83,53537,-53454,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"74",2013,"Finland",0,1498,0,5382,-5382,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"75",2013,"Spain",0.1,962.2,0,2856,-2856,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"76",2013,"Estonia",0,47.3,0,128,-128,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"77",2013,"Denmark",0,2245.8,0,12885,-12885,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"78",2013,"Germany",2.4,10482.8,33,44153,-44120,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"79",2013,"Czech Republic",0,1096.9,0,1793,-1793,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"80",2013,"Cyprus",0,52.5,0,133,-133,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"81",2013,"Bulgaria",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"82",2013,"Belgium",0,773.5,0,3155,-3155,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"83",2013,"Slovenia",0,0,0,0,0,"04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"84",2013,"Spain",22.1,1426.8,82,3258,-3176,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"85",2013,"Denmark",0,193.5,0,290,-290,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"86",2013,"Germany",40.6,512.2,604,9646,-9043,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"87",2013,"Cyprus",0,0,0,5,-5,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"88",2013,"Bulgaria",0,197.6,0,216,-216,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"89",2013,"Belgium",31.8,0,148,0,148,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"90",2013,"Slovenia",0,3,0,48,-48,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"91",2013,"Romania",0.8,1.5,101,13,88,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"92",2013,"Poland",0,151.3,0,7241,-7241,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"93",2013,"Netherland",72,239.2,77,841,-764,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"94",2013,"Malta",321.8,0,201,33,167,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"95",2013,"Italy",0.1,0.5,2,88,-87,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"96",2013,"Ireland",0,137.5,0,393,-393,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"97",2013,"Hungary",0,84,0,6522,-6522,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"98",2013,"Greece",0,0.1,0,46,-46,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"99",2013,"UK",0,0,0,0,0,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"100",2013,"France",26.7,673.1,497,5502,-5004,"05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
"101",2013,"Romania",0,0,3,0,3,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"102",2013,"Poland",3,0.1,70,13,57,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"103",2013,"Netherland",220,2325,1759,10635,-8875,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"104",2013,"Italy",0,46.3,0,303,-303,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"105",2013,"UK",0,0.6,1,25,-24,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"106",2013,"Austria",0.1,0,8,0,8,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"107",2013,"Spain",14,16.5,78,394,-317,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"108",2013,"Denmark",0,2,0,43,-43,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"109",2013,"Germany",10.8,4.7,87,292,-205,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"110",2013,"Bulgaria",0,0,0,0,0,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"111",2013,"Belgium",0,0.4,0,24,-24,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"112",2013,"France",0.2,18.5,3,171,-169,"06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
"113",2013,"Romania",0,0,0,0,0,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"114",2013,"Austria",0.7,9.8,2,10,-8,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"115",2013,"Netherland",1322.4,83.3,5708,580,5129,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"116",2013,"Lithuania",0,0.5,0,17,-17,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"117",2013,"Italy",0,27.1,0,192,-192,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"118",2013,"Hungary",0,10,0,21,-21,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"119",2013,"Greece",0,0,0,0,0,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"120",2013,"UK",111.8,1.4,139,29,110,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"121",2013,"France",0,37.7,0,388,-388,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"122",2013,"Finland",0,0,0,5,-5,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"123",2013,"Spain",132.5,1.3,619,13,606,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"124",2013,"Germany",199,36.4,1014,263,751,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"125",2013,"Czech Republic",0,0,0,0,0,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"126",2013,"Bulgaria",0,0,0,0,0,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"127",2013,"Belgium",0,138.4,0,446,-446,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"128",2013,"Poland",0,54.5,0,90,-90,"07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS"
"129",2013,"Slovakia",0.3,0,1,0,1,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"130",2013,"Austria",25.6,0,87,0,87,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"131",2013,"Poland",0,40.2,0,302,-302,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"132",2013,"Netherland",6.2,0,25,0,25,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"133",2013,"Italy",0,440.8,0,1000,-1000,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"134",2013,"Hungary",0,4.2,0,20,-20,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"135",2013,"Greece",0,3,0,11,-11,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"136",2013,"UK",1117.3,0.3,1680,2,1677,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"137",2013,"France",37.2,37,107,289,-182,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"138",2013,"Finland",0,0.4,0,8,-8,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"139",2013,"Spain",0.9,220.1,4,275,-271,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"140",2013,"Estonia",0,7,0,37,-37,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"141",2013,"Germany",13.9,7,48,73,-25,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"142",2013,"Czech Republic",5.5,0,18,1,17,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"143",2013,"Bulgaria",0,0,0,0,0,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"144",2013,"Belgium",0,19.8,0,118,-118,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"145",2013,"Sweden",0.4,0.8,2,8,-6,"08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS OR MELONS"
"146",2013,"Malta",0.1,0,0,0,0,"09","COFFEE, TEA, MATÉ AND SPICES"
"147",2013,"Netherland",18.5,38.1,264,371,-107,"09","COFFEE, TEA, MATÉ AND SPICES"
"148",2013,"Italy",1.6,1243.8,15,17046,-17031,"09","COFFEE, TEA, MATÉ AND SPICES"
"149",2013,"Ireland",0,0.6,0,8,-8,"09","COFFEE, TEA, MATÉ AND SPICES"
"150",2013,"Hungary",0,0,0,0,0,"09","COFFEE, TEA, MATÉ AND SPICES"
"151",2013,"Greece",0,0,0,0,0,"09","COFFEE, TEA, MATÉ AND SPICES"
"152",2013,"UK",7.6,287.5,51,5313,-5262,"09","COFFEE, TEA, MATÉ AND SPICES"
"153",2013,"France",10.2,41.9,104,894,-790,"09","COFFEE, TEA, MATÉ AND SPICES"
"154",2013,"Finland",0.2,1.4,6,10,-4,"09","COFFEE, TEA, MATÉ AND SPICES"
"155",2013,"Spain",0.3,382.1,1,2413,-2412,"09","COFFEE, TEA, MATÉ AND SPICES"
"156",2013,"Estonia",0,0,0,0,0,"09","COFFEE, TEA, MATÉ AND SPICES"
"157",2013,"Denmark",0,5,0,163,-163,"09","COFFEE, TEA, MATÉ AND SPICES"
"158",2013,"Germany",70.6,606.1,497,5501,-5004,"09","COFFEE, TEA, MATÉ AND SPICES"
"159",2013,"Czech Republic",4.5,0,28,0,28,"09","COFFEE, TEA, MATÉ AND SPICES"
"160",2013,"Bulgaria",0,0,0,0,0,"09","COFFEE, TEA, MATÉ AND SPICES"
"161",2013,"Belgium",0,21.3,0,468,-468,"09","COFFEE, TEA, MATÉ AND SPICES"
"162",2013,"Austria",8.7,2.4,46,39,7,"09","COFFEE, TEA, MATÉ AND SPICES"
"163",2013,"Slovakia",3.9,0,20,0,20,"09","COFFEE, TEA, MATÉ AND SPICES"
"164",2013,"Sweden",0.2,4.6,3,118,-115,"09","COFFEE, TEA, MATÉ AND SPICES"
"165",2013,"Portugal",0,3.7,0,53,-53,"09","COFFEE, TEA, MATÉ AND SPICES"
"166",2013,"Poland",0,15.7,0,347,-347,"09","COFFEE, TEA, MATÉ AND SPICES"
"167",2013,"Luxembourg",0,0.2,0,13,-13,"09","COFFEE, TEA, MATÉ AND SPICES"
"168",2013,"Romania",0,672422.2,0,190554,-190554,"10","CEREALS"
"169",2013,"Austria",0,0.1,0,1,-1,"10","CEREALS"
"170",2013,"Bulgaria",0,167398,0,44929,-44929,"10","CEREALS"
"171",2013,"Germany",10,23.1,20,12,8,"10","CEREALS"
"172",2013,"Spain",0,0,0,0,0,"10","CEREALS"
"173",2013,"Poland",0,0,0,0,0,"10","CEREALS"
"174",2013,"UK",29.3,25.4,67,19,48,"10","CEREALS"
"175",2013,"Hungary",0,196966.9,0,68023,-68023,"10","CEREALS"
"176",2013,"Italy",0,0.1,0,0,0,"10","CEREALS"
"177",2013,"Netherland",26.4,0,57,0,57,"10","CEREALS"
"178",2013,"France",7.2,401838.2,13,142294,-142281,"10","CEREALS"
"179",2013,"Netherland",23,451.5,53,489,-436,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"180",2013,"Austria",0,0.2,0,2,-2,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"181",2013,"Belgium",0,1968.1,0,3964,-3964,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"182",2013,"Bulgaria",2.2,0,3,0,3,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"183",2013,"Czech Republic",1.8,710,3,571,-567,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"184",2013,"Germany",4,39064.4,19,33145,-33125,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"185",2013,"Denmark",0,1575.9,0,1417,-1417,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"186",2013,"Estonia",0,147,0,97,-97,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"187",2013,"Spain",146,2017,109,1233,-1123,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"188",2013,"Finland",0,587,0,1954,-1954,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"189",2013,"France",2.1,11031.7,0,11659,-11658,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"190",2013,"UK",39.2,7013.1,82,4263,-4182,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"191",2013,"Greece",0,0,0,0,0,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"192",2013,"Hungary",0.1,0,1,0,1,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"193",2013,"Ireland",0.1,9.3,0,30,-30,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"194",2013,"Italy",71.8,492.3,177,654,-477,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"195",2013,"Lithuania",7,172.5,15,323,-309,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"196",2013,"Latvia",0,0,0,0,0,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
"197",2013,"Malta",0,0,0,0,0,"11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN"
